"hours_studied","attendance","extracurricular_activities","sleep_hours","tutoring_sessions","exam_score"
26,77,"Yes",6,1,66
23,68,"Yes",9,1,65
13,60,"No",9,2,61
21,99,"No",7,2,72
24,77,"Yes",10,3,70
29,99,"Yes",7,0,71
25,66,"Yes",7,4,84
25,83,"Yes",7,2,72
20,68,"Yes",5,1,67
22,92,"No",8,2,72
27,91,"Yes",8,1,70
12,65,"No",7,1,62
18,96,"Yes",10,3,71
15,68,"No",6,3,62
22,85,"Yes",4,1,68
27,99,"No",10,2,74
16,95,"No",9,0,68
6,98,"No",8,1,64
18,74,"Yes",6,0,65
25,64,"Yes",8,1,66
23,68,"No",5,5,68
23,80,"No",7,2,67
18,92,"Yes",6,1,67
12,66,"Yes",7,2,63
23,86,"Yes",8,2,71
15,73,"No",5,1,63
33,74,"No",8,0,66
23,86,"No",7,2,67
17,79,"Yes",8,0,66
16,92,"Yes",7,2,70
19,66,"No",8,3,64
19,92,"Yes",6,1,71
27,63,"Yes",4,0,68
21,68,"Yes",5,2,64
16,86,"Yes",6,1,66
31,94,"No",5,1,72
20,70,"Yes",9,2,66
25,73,"Yes",7,0,70
16,81,"Yes",8,1,66
22,68,"No",8,1,68
22,92,"Yes",7,2,70
9,91,"No",10,0,64
32,66,"Yes",10,3,71
28,79,"Yes",9,2,72
18,91,"Yes",6,5,71
13,73,"No",9,0,63
22,85,"Yes",4,1,68
21,62,"No",9,1,63
22,84,"No",4,0,66
21,66,"Yes",7,1,63
23,93,"No",9,1,72
29,74,"Yes",8,3,70
23,71,"Yes",5,1,65
14,94,"Yes",7,0,67
28,62,"No",8,2,66
30,76,"Yes",7,1,69
39,75,"Yes",6,1,73
13,71,"Yes",8,2,66
21,96,"Yes",9,0,70
8,90,"No",7,2,68
23,63,"Yes",9,2,65
17,89,"No",7,1,67
32,81,"No",6,2,71
15,96,"No",9,2,70
10,73,"Yes",9,5,61
17,83,"Yes",6,0,69
8,80,"Yes",6,1,63
25,80,"Yes",10,0,67
8,78,"Yes",7,0,65
20,68,"Yes",7,0,63
8,90,"No",7,3,67
18,78,"Yes",9,2,66
30,98,"Yes",10,0,72
22,70,"No",7,3,68
15,87,"Yes",10,1,67
20,98,"Yes",6,1,72
20,87,"Yes",7,0,66
23,95,"Yes",8,1,73
12,93,"Yes",6,4,71
24,74,"Yes",8,1,65
4,84,"Yes",6,5,65
16,66,"Yes",5,2,65
17,81,"Yes",4,2,68
24,69,"No",7,7,70
20,90,"Yes",8,1,68
12,81,"Yes",5,0,62
14,76,"No",7,3,66
21,71,"No",7,3,65
20,100,"Yes",7,1,71
17,63,"No",6,0,61
17,62,"No",7,2,63
24,69,"Yes",7,3,67
17,99,"No",8,2,70
19,99,"Yes",5,3,73
33,86,"No",7,1,72
11,95,"Yes",5,1,69
9,69,"Yes",7,1,61
25,99,"No",5,1,71
16,66,"Yes",6,1,64
18,64,"Yes",7,1,61
15,64,"No",6,3,63
18,83,"Yes",9,2,65
30,91,"No",9,3,73
25,75,"Yes",8,2,68
25,99,"No",8,1,72
12,77,"Yes",7,1,62
13,66,"Yes",9,3,63
3,79,"Yes",7,0,58
15,87,"No",10,1,68
26,93,"Yes",6,1,74
23,78,"Yes",5,1,68
19,84,"Yes",5,1,67
20,71,"Yes",5,0,65
16,86,"Yes",5,0,63
21,99,"No",7,2,71
25,62,"Yes",8,0,62
10,95,"Yes",7,2,66
22,82,"No",5,1,65
26,70,"No",6,0,66
18,98,"No",8,3,71
24,79,"No",6,2,68
37,73,"Yes",6,0,72
19,67,"No",5,1,66
22,70,"Yes",6,4,66
16,93,"No",6,2,67
21,85,"Yes",7,5,71
23,97,"Yes",8,2,72
21,69,"No",7,3,64
14,65,"No",7,1,60
21,60,"No",8,2,64
29,80,"Yes",5,2,70
23,100,"Yes",10,3,72
26,88,"No",6,0,68
19,72,"Yes",8,0,62
24,95,"No",5,0,68
22,91,"Yes",7,2,72
14,61,"Yes",7,0,60
22,93,"No",9,3,72
14,72,"No",7,2,65
16,66,"No",9,3,63
21,69,"Yes",7,2,66
22,79,"No",10,1,65
13,77,"No",4,1,65
26,72,"No",8,2,67
23,67,"No",4,4,65
16,90,"No",7,0,67
11,100,"Yes",9,1,66
19,91,"Yes",9,2,71
17,72,"No",8,1,64
21,70,"No",7,0,61
18,69,"Yes",8,1,65
8,65,"No",10,1,61
18,82,"No",7,1,64
18,84,"Yes",8,0,69
24,88,"Yes",6,4,71
16,87,"No",9,3,70
30,72,"Yes",8,1,70
9,73,"Yes",6,0,62
28,87,"No",8,2,73
19,74,"No",8,0,66
25,69,"Yes",8,1,66
20,75,"No",7,3,66
27,71,"Yes",9,3,66
18,64,"Yes",6,2,65
13,93,"No",7,2,67
29,94,"No",7,6,76
19,69,"Yes",9,0,66
21,63,"Yes",6,1,63
27,90,"No",7,0,71
14,68,"No",6,1,63
24,76,"Yes",7,1,67
16,63,"Yes",8,0,63
19,69,"Yes",5,0,66
20,92,"Yes",9,3,72
11,92,"Yes",8,4,70
15,68,"Yes",6,0,62
28,73,"Yes",6,0,69
25,65,"Yes",9,2,66
20,63,"Yes",8,2,64
21,100,"Yes",6,2,70
18,86,"No",6,0,67
28,82,"Yes",8,1,71
19,91,"No",8,1,69
21,94,"No",8,1,70
27,92,"Yes",7,0,70
15,61,"Yes",8,1,61
29,67,"No",7,0,65
11,86,"Yes",6,0,67
30,75,"Yes",9,1,70
18,99,"No",8,2,67
19,87,"Yes",6,3,68
9,98,"No",7,2,69
17,68,"No",7,1,65
14,95,"Yes",6,2,68
16,73,"Yes",7,1,67
19,100,"Yes",6,1,70
26,66,"No",8,2,68
21,81,"Yes",7,1,69
22,92,"Yes",5,0,70
13,77,"Yes",7,2,67
15,79,"Yes",6,4,70
31,99,"Yes",4,1,74
16,77,"Yes",7,1,63
30,84,"Yes",9,1,72
19,62,"No",7,0,62
20,94,"No",8,1,71
26,86,"No",7,0,68
28,76,"Yes",6,3,72
19,61,"Yes",6,1,64
18,84,"No",5,0,64
20,61,"Yes",8,0,63
22,60,"Yes",8,2,66
25,85,"Yes",7,2,71
20,68,"Yes",4,4,70
24,68,"Yes",8,3,67
30,86,"Yes",6,0,73
22,62,"Yes",7,2,64
22,73,"No",5,4,65
11,66,"Yes",7,3,62
4,83,"No",7,1,64
22,86,"No",4,1,67
19,89,"No",9,5,74
17,70,"No",7,1,63
21,64,"Yes",7,1,64
20,63,"No",8,4,64
27,77,"No",7,1,70
21,98,"Yes",8,3,71
16,69,"Yes",5,0,63
26,70,"Yes",7,0,66
19,64,"Yes",4,1,65
23,84,"No",7,2,70
17,87,"Yes",9,2,65
16,86,"Yes",5,0,68
21,94,"No",6,1,72
20,79,"Yes",4,0,67
23,65,"No",7,1,65
18,72,"No",8,2,66
9,86,"No",8,1,67
17,85,"No",6,1,65
25,81,"No",4,2,68
18,87,"No",5,2,68
19,85,"Yes",9,1,69
26,95,"Yes",8,2,71
16,83,"Yes",7,0,64
11,91,"No",7,1,65
19,70,"No",5,1,64
17,87,"Yes",9,3,67
14,96,"No",6,3,70
19,75,"No",8,1,66
23,91,"No",5,3,70
20,89,"Yes",7,1,70
22,62,"Yes",9,1,64
31,83,"Yes",6,3,71
18,65,"Yes",8,1,63
22,99,"Yes",5,1,72
17,92,"No",6,4,72
15,64,"Yes",7,0,61
16,65,"Yes",8,2,63
17,84,"No",7,0,67
22,74,"Yes",8,3,67
34,61,"No",9,2,65
16,82,"No",6,0,64
18,76,"No",5,2,69
20,64,"No",6,4,65
22,92,"No",9,1,71
22,97,"Yes",6,0,70
28,90,"Yes",9,0,98
5,93,"Yes",7,1,65
6,69,"Yes",10,1,63
17,71,"Yes",10,0,61
27,68,"Yes",9,1,67
11,91,"No",5,0,64
2,98,"No",4,1,65
23,89,"Yes",7,2,73
21,95,"Yes",8,1,69
13,86,"No",8,3,67
14,76,"No",6,0,63
14,77,"Yes",5,0,67
21,63,"Yes",8,2,66
16,61,"Yes",10,2,64
23,88,"Yes",6,2,68
3,78,"No",8,2,61
15,82,"Yes",10,1,66
13,82,"Yes",7,0,65
18,71,"Yes",7,0,65
17,79,"No",8,3,67
25,79,"Yes",7,1,68
9,76,"Yes",9,1,63
20,93,"No",6,1,70
23,78,"No",7,0,68
31,84,"No",5,2,69
17,96,"Yes",7,0,67
22,95,"No",5,0,69
9,96,"Yes",8,1,65
6,71,"Yes",5,1,61
25,61,"Yes",8,3,65
20,70,"Yes",6,4,67
27,71,"Yes",10,1,66
12,96,"No",9,2,69
23,86,"Yes",8,3,71
31,63,"No",5,1,68
23,65,"No",6,3,65
22,66,"No",6,1,64
20,85,"No",6,1,68
11,89,"No",9,1,64
28,94,"No",7,1,71
16,98,"No",6,1,70
23,68,"Yes",6,0,68
11,72,"Yes",6,2,63
13,70,"Yes",8,0,61
29,74,"No",5,2,66
18,97,"Yes",7,5,75
29,83,"Yes",8,2,71
20,90,"Yes",4,1,69
9,80,"No",5,2,62
25,61,"No",7,0,65
16,63,"No",9,0,61
24,82,"No",9,3,69
20,89,"Yes",6,1,66
11,69,"Yes",9,1,64
21,89,"Yes",7,1,69
33,92,"Yes",7,6,78
23,76,"Yes",7,2,68
20,90,"No",8,2,70
26,76,"Yes",6,1,68
21,87,"Yes",6,0,68
21,91,"No",5,1,69
13,100,"Yes",8,0,68
21,74,"Yes",8,3,80
26,76,"Yes",8,1,67
15,67,"Yes",5,1,64
29,68,"No",6,0,64
19,88,"Yes",9,1,68
15,97,"No",7,4,67
26,76,"No",7,0,65
18,67,"Yes",7,0,66
25,71,"Yes",8,4,67
18,78,"No",7,0,64
20,72,"Yes",6,1,66
23,69,"Yes",8,1,63
22,89,"No",5,5,71
8,60,"Yes",9,0,62
13,82,"No",6,1,64
26,92,"Yes",8,2,72
19,71,"Yes",7,0,65
17,84,"No",6,1,67
12,87,"Yes",9,1,65
14,86,"Yes",8,0,63
8,78,"No",7,1,65
19,74,"Yes",10,1,67
16,93,"Yes",8,0,67
14,90,"Yes",6,0,65
20,73,"Yes",4,1,64
22,64,"No",7,0,64
33,63,"Yes",9,1,69
11,64,"No",8,1,60
27,83,"Yes",9,1,70
26,62,"No",6,2,66
15,73,"Yes",7,3,66
21,90,"No",7,2,68
17,72,"No",7,3,62
21,91,"Yes",8,0,70
29,90,"Yes",9,0,72
24,70,"Yes",10,1,64
23,89,"No",9,1,71
17,90,"No",8,1,67
11,76,"No",6,3,64
19,68,"No",7,1,64
27,81,"Yes",8,0,72
11,97,"Yes",7,3,66
14,86,"No",6,3,68
21,67,"Yes",6,1,95
14,87,"Yes",8,0,64
15,77,"Yes",7,1,64
17,84,"Yes",7,2,68
12,89,"Yes",7,1,67
14,81,"No",6,1,67
24,93,"Yes",7,1,71
12,89,"Yes",6,1,63
10,85,"Yes",6,3,66
16,66,"No",5,2,65
24,93,"Yes",7,0,68
19,97,"Yes",8,0,68
17,65,"No",9,0,62
20,80,"Yes",5,0,67
10,70,"Yes",9,1,65
23,90,"Yes",7,2,71
22,89,"Yes",5,4,71
18,66,"Yes",6,1,61
26,95,"No",4,1,70
13,67,"Yes",5,0,60
27,92,"No",10,0,70
21,78,"No",6,1,67
18,73,"Yes",8,3,66
20,66,"Yes",7,2,63
19,67,"No",7,3,65
27,86,"Yes",8,5,75
14,82,"No",4,2,66
15,65,"No",9,1,61
26,65,"Yes",7,1,65
16,63,"Yes",6,2,61
25,90,"Yes",8,2,73
30,88,"Yes",6,1,73
18,62,"Yes",7,1,63
24,82,"No",7,1,67
13,63,"Yes",8,2,62
25,96,"No",7,1,71
21,96,"Yes",5,2,70
23,88,"No",8,0,70
16,97,"No",7,4,69
10,92,"No",4,3,66
23,93,"Yes",7,1,72
8,83,"Yes",6,1,63
18,72,"Yes",8,1,65
26,69,"Yes",6,3,71
21,73,"No",5,5,66
32,85,"Yes",9,2,69
26,67,"No",8,0,62
16,70,"No",7,1,66
20,79,"Yes",8,3,66
20,69,"Yes",8,1,64
11,84,"Yes",7,0,63
14,97,"Yes",5,0,68
17,90,"No",7,5,68
8,87,"No",9,2,67
20,83,"Yes",8,1,67
19,80,"Yes",7,2,68
10,67,"Yes",8,1,65
22,96,"Yes",7,4,74
24,70,"Yes",9,1,85
21,64,"No",9,2,64
18,90,"Yes",5,3,67
24,67,"Yes",9,2,68
24,75,"Yes",10,0,67
22,61,"No",8,1,65
15,65,"Yes",8,2,63
22,67,"Yes",6,1,64
27,62,"Yes",6,0,62
16,86,"Yes",7,1,68
33,93,"Yes",6,0,75
17,75,"No",5,0,63
20,95,"Yes",7,2,68
16,69,"No",8,2,63
21,73,"No",5,0,68
10,66,"No",7,0,62
17,85,"Yes",7,3,67
13,77,"No",7,2,66
21,85,"No",8,1,65
26,90,"Yes",8,0,69
24,82,"No",6,2,70
6,85,"Yes",9,0,64
32,97,"Yes",8,0,75
22,72,"Yes",9,1,66
15,74,"No",7,2,62
21,89,"No",7,4,70
21,84,"No",7,0,68
16,67,"Yes",9,1,66
21,75,"Yes",7,0,65
16,79,"Yes",7,3,68
18,77,"No",10,2,68
16,67,"Yes",5,2,62
11,97,"Yes",8,2,66
21,90,"No",7,2,68
24,79,"No",7,0,69
23,87,"No",6,2,67
25,96,"Yes",6,3,74
22,65,"No",6,2,61
17,70,"No",8,2,64
25,82,"No",8,1,69
12,92,"No",4,2,66
15,61,"No",5,0,61
14,99,"Yes",8,3,71
26,78,"Yes",8,2,71
26,74,"No",5,2,69
23,72,"Yes",8,1,66
26,67,"Yes",7,2,64
15,92,"No",8,1,68
22,98,"Yes",6,0,71
19,77,"Yes",5,0,66
25,98,"Yes",7,1,94
19,93,"Yes",7,1,68
18,79,"No",7,1,66
23,87,"No",6,4,70
25,77,"No",10,1,68
16,82,"No",4,1,65
20,62,"Yes",6,3,64
14,88,"Yes",6,0,69
5,62,"No",7,1,59
21,93,"No",8,2,70
24,93,"Yes",8,0,72
22,69,"No",9,0,64
8,73,"No",8,0,63
18,79,"Yes",4,2,67
7,84,"Yes",5,1,62
28,71,"Yes",9,1,69
13,84,"Yes",9,3,66
28,72,"No",8,4,66
26,62,"No",6,1,63
15,60,"No",7,2,62
13,64,"No",6,1,58
22,92,"No",5,0,67
15,98,"Yes",7,2,68
21,77,"No",10,1,67
17,81,"No",6,3,67
9,66,"No",9,3,62
7,82,"Yes",6,2,66
21,66,"Yes",5,1,65
17,84,"Yes",8,0,67
17,97,"No",7,1,69
24,68,"Yes",9,1,67
27,91,"Yes",9,0,69
18,61,"No",7,2,62
18,75,"Yes",9,3,67
23,64,"Yes",6,0,63
12,74,"No",6,2,65
21,67,"Yes",9,3,66
23,75,"Yes",5,3,71
24,77,"Yes",7,1,70
8,72,"Yes",9,4,68
15,86,"Yes",9,0,67
15,97,"No",6,2,71
21,76,"Yes",9,1,65
23,68,"Yes",5,1,64
29,71,"Yes",6,1,69
17,94,"Yes",7,1,68
17,83,"Yes",8,4,67
27,78,"Yes",5,1,71
22,66,"Yes",10,1,64
28,78,"Yes",4,2,69
22,71,"Yes",7,1,68
13,98,"Yes",7,1,69
12,95,"No",4,0,67
11,63,"Yes",9,0,58
24,81,"Yes",6,0,66
27,69,"Yes",7,2,69
31,76,"Yes",7,3,70
25,95,"Yes",5,1,70
27,81,"Yes",5,0,70
17,73,"No",9,0,66
13,68,"No",7,1,61
25,92,"Yes",4,3,71
23,85,"Yes",7,2,69
21,79,"Yes",7,2,69
22,69,"No",7,0,65
22,73,"Yes",4,3,69
28,98,"Yes",7,1,74
28,81,"Yes",6,2,71
23,76,"No",7,0,68
25,81,"Yes",8,0,69
23,91,"Yes",8,3,68
17,74,"No",9,2,63
25,67,"Yes",10,0,68
12,83,"Yes",5,2,67
26,87,"No",6,3,71
13,89,"No",8,0,66
22,95,"No",7,2,69
15,75,"Yes",4,3,68
23,63,"No",7,1,63
20,98,"No",9,0,69
10,77,"Yes",5,3,66
23,85,"Yes",7,1,71
17,87,"No",4,2,68
25,82,"Yes",8,0,69
20,68,"Yes",7,0,65
22,90,"Yes",6,0,68
14,92,"Yes",6,0,67
16,82,"No",5,1,65
17,80,"Yes",9,1,65
25,65,"Yes",6,2,64
30,63,"No",8,1,69
15,74,"No",6,2,64
26,72,"No",10,2,66
7,98,"Yes",9,2,65
13,91,"Yes",10,2,69
14,86,"Yes",10,3,66
12,81,"Yes",6,0,64
10,67,"Yes",6,1,61
22,99,"No",10,1,72
19,75,"Yes",7,1,67
22,64,"Yes",8,0,63
24,80,"No",6,1,69
22,95,"Yes",6,3,70
24,95,"Yes",8,1,71
20,60,"Yes",4,0,60
13,95,"Yes",8,3,70
26,71,"No",8,1,69
16,62,"No",6,0,63
14,94,"Yes",7,2,69
19,95,"Yes",7,0,71
15,84,"Yes",7,1,68
17,83,"No",8,0,64
22,93,"No",6,0,68
22,91,"Yes",10,2,69
15,96,"No",7,0,65
17,82,"Yes",7,3,68
26,99,"Yes",10,1,74
23,100,"Yes",4,0,72
32,65,"No",10,1,67
27,94,"Yes",7,1,73
27,80,"No",6,1,68
12,76,"Yes",5,0,61
25,85,"No",5,3,70
20,62,"Yes",6,1,62
17,80,"Yes",7,2,67
21,95,"Yes",8,0,69
26,69,"No",7,0,93
23,77,"No",6,3,68
15,98,"Yes",9,1,69
24,77,"Yes",10,2,68
16,74,"No",9,0,64
21,78,"Yes",6,0,69
18,81,"No",8,2,66
19,85,"No",8,4,68
25,92,"Yes",9,3,72
14,78,"No",6,2,63
32,93,"No",6,0,73
9,81,"Yes",9,1,65
16,74,"Yes",8,1,65
22,86,"Yes",5,0,68
24,89,"No",8,3,70
19,82,"No",10,0,65
20,62,"Yes",6,2,66
22,67,"Yes",6,1,66
19,71,"Yes",7,2,65
28,71,"No",8,2,69
25,87,"Yes",7,1,69
25,61,"No",9,2,64
14,90,"Yes",7,1,66
20,71,"Yes",9,1,63
18,72,"Yes",6,4,68
14,81,"Yes",5,2,68
22,69,"No",6,1,65
17,95,"No",5,1,69
24,63,"No",8,2,66
14,78,"No",4,1,63
30,94,"Yes",6,2,72
15,85,"No",7,2,67
21,72,"No",5,1,67
25,77,"Yes",7,0,68
17,88,"Yes",7,2,71
25,99,"No",9,1,73
13,96,"No",5,2,68
29,74,"No",8,0,69
20,100,"Yes",8,0,69
16,60,"No",7,3,63
18,61,"Yes",6,3,62
25,93,"Yes",5,0,70
16,68,"No",10,1,66
16,62,"No",7,3,62
19,69,"Yes",7,2,64
13,77,"Yes",10,2,63
31,89,"Yes",7,1,71
17,85,"Yes",10,1,67
25,70,"Yes",5,2,67
21,80,"Yes",7,1,67
14,97,"Yes",5,2,71
20,93,"No",7,0,69
25,73,"Yes",7,2,93
19,99,"Yes",6,1,72
27,88,"No",7,1,71
26,62,"No",6,1,63
26,61,"Yes",7,0,65
17,67,"Yes",6,0,61
14,89,"No",9,2,66
16,67,"Yes",5,1,61
21,80,"No",7,1,67
23,64,"Yes",5,3,64
7,97,"No",6,3,69
20,74,"No",6,1,64
21,96,"Yes",7,2,70
18,98,"Yes",7,2,73
28,60,"Yes",5,0,63
23,79,"Yes",6,2,68
28,61,"Yes",6,0,64
19,96,"Yes",5,3,69
26,81,"Yes",9,3,69
30,63,"No",5,2,67
28,64,"Yes",7,3,69
13,75,"No",10,1,62
18,98,"No",9,0,66
18,88,"No",8,2,68
23,95,"No",7,1,71
24,75,"No",8,1,66
15,62,"No",8,2,62
20,99,"Yes",9,1,68
8,61,"Yes",7,0,59
29,98,"Yes",9,0,70
17,75,"Yes",7,1,66
20,60,"Yes",10,3,65
18,88,"No",7,0,66
27,99,"Yes",5,2,73
3,99,"Yes",7,2,65
20,66,"Yes",8,0,65
19,67,"No",9,0,64
17,83,"Yes",6,0,69
30,85,"No",4,2,74
15,90,"Yes",8,2,68
25,67,"No",8,0,65
22,98,"Yes",5,2,72
28,86,"Yes",7,2,71
16,94,"No",7,0,69
16,82,"Yes",8,3,67
27,77,"Yes",6,0,71
23,99,"Yes",6,1,68
11,83,"No",7,3,63
17,95,"No",5,2,69
22,98,"No",10,1,68
25,87,"Yes",8,2,73
16,82,"Yes",6,3,69
3,60,"Yes",5,0,58
23,62,"No",5,1,65
13,68,"Yes",8,2,63
8,67,"No",5,1,59
3,70,"Yes",7,0,58
25,72,"Yes",4,1,66
21,74,"Yes",8,0,67
19,77,"Yes",8,3,67
28,64,"No",7,2,67
24,62,"Yes",7,0,65
30,87,"Yes",8,1,71
12,81,"Yes",7,2,66
20,78,"Yes",8,2,68
10,85,"Yes",5,0,65
19,93,"No",8,1,71
19,77,"Yes",7,2,64
24,86,"Yes",9,1,72
20,98,"No",7,4,69
24,94,"No",7,1,70
24,77,"Yes",6,0,66
33,86,"No",9,0,70
18,67,"No",4,0,62
14,82,"Yes",8,1,66
21,99,"No",7,2,70
15,81,"Yes",7,1,63
29,97,"Yes",7,1,73
18,76,"Yes",7,2,70
17,100,"No",8,1,71
17,83,"No",6,1,65
24,62,"Yes",7,1,64
19,83,"Yes",8,1,66
16,71,"Yes",6,1,82
30,61,"Yes",8,2,68
15,93,"No",8,1,67
20,71,"Yes",6,5,68
24,92,"Yes",5,2,69
10,72,"Yes",6,0,63
23,68,"No",7,3,66
14,99,"No",7,0,68
25,74,"Yes",9,4,71
14,84,"Yes",6,2,69
24,84,"Yes",6,1,70
27,82,"No",8,3,70
25,97,"Yes",6,1,73
22,87,"Yes",6,0,68
19,76,"Yes",6,1,65
17,94,"Yes",4,4,72
29,67,"Yes",8,2,67
16,82,"Yes",8,4,68
14,98,"Yes",8,0,69
24,85,"Yes",10,1,70
15,93,"Yes",9,1,69
14,86,"Yes",6,1,68
11,94,"No",9,2,65
17,98,"Yes",7,1,70
20,71,"Yes",6,1,65
21,67,"No",6,0,61
26,79,"No",7,1,69
23,88,"Yes",7,0,67
19,69,"Yes",9,1,65
19,60,"No",8,3,63
23,74,"Yes",6,0,67
28,99,"No",5,6,76
21,88,"No",8,0,70
17,76,"Yes",8,1,67
14,68,"Yes",9,2,66
11,74,"Yes",7,1,65
24,67,"No",8,0,65
23,64,"No",8,2,63
23,96,"Yes",5,3,74
19,100,"Yes",7,2,72
28,67,"No",8,1,68
17,62,"No",8,2,62
26,73,"No",7,1,65
20,78,"Yes",10,1,69
16,68,"Yes",10,2,61
24,72,"Yes",7,2,67
22,68,"No",7,1,66
22,91,"Yes",8,1,70
20,89,"No",7,5,72
20,85,"Yes",9,3,69
34,75,"Yes",5,0,68
27,96,"No",7,2,74
24,99,"No",8,1,70
21,67,"Yes",9,1,67
26,69,"Yes",5,4,68
23,81,"No",6,2,69
20,64,"No",4,4,66
18,77,"No",6,3,66
20,83,"Yes",5,1,68
1,81,"Yes",8,1,60
21,73,"No",7,0,69
17,82,"No",7,1,66
30,98,"Yes",7,1,77
20,68,"No",9,1,63
13,86,"Yes",5,3,66
20,62,"Yes",4,1,64
14,63,"No",8,1,63
23,82,"Yes",6,0,68
22,64,"No",5,1,65
26,61,"Yes",8,1,65
15,67,"Yes",4,0,64
20,83,"Yes",6,0,68
12,88,"Yes",4,0,62
24,68,"Yes",7,1,67
23,87,"Yes",9,1,73
23,67,"Yes",6,2,69
20,85,"No",6,0,65
22,76,"Yes",10,1,66
30,86,"No",8,4,73
18,100,"Yes",10,1,72
21,98,"Yes",7,3,72
13,60,"Yes",7,1,61
15,95,"Yes",9,2,69
21,63,"No",7,1,66
27,98,"No",7,1,74
18,71,"Yes",4,1,64
19,75,"Yes",10,1,66
18,64,"Yes",8,2,64
17,64,"No",7,3,66
22,89,"No",8,2,72
11,98,"Yes",5,1,71
28,84,"Yes",6,1,70
16,89,"Yes",8,2,67
24,90,"No",7,1,71
12,71,"No",8,2,63
24,62,"No",7,1,64
24,60,"Yes",8,2,64
22,74,"No",5,1,65
14,70,"Yes",9,2,65
21,62,"No",6,2,62
13,67,"Yes",7,2,65
18,65,"No",6,1,64
26,97,"Yes",7,2,74
25,66,"Yes",7,2,67
20,82,"No",8,0,66
14,84,"No",8,3,70
24,82,"No",8,0,68
20,64,"No",6,0,64
6,73,"No",8,0,58
25,62,"Yes",7,1,65
20,76,"Yes",7,2,68
27,68,"No",8,2,64
13,82,"No",5,4,66
1,88,"Yes",4,3,92
22,81,"Yes",9,2,69
22,77,"No",7,2,68
10,75,"No",8,2,63
14,94,"Yes",6,0,64
37,69,"Yes",9,1,68
18,89,"No",8,0,67
24,90,"Yes",7,1,68
16,77,"Yes",7,1,66
7,72,"Yes",4,4,66
19,79,"Yes",8,4,68
18,64,"Yes",9,1,64
18,62,"Yes",7,2,63
19,64,"Yes",7,0,62
22,67,"No",7,2,66
19,80,"Yes",9,0,65
12,94,"Yes",9,1,66
23,69,"Yes",6,2,66
8,97,"Yes",8,2,69
8,98,"Yes",7,1,67
24,98,"No",8,6,75
23,94,"Yes",6,0,73
20,75,"Yes",9,0,66
12,63,"No",8,4,61
16,83,"Yes",9,5,68
18,82,"Yes",5,1,67
10,94,"No",5,1,66
16,100,"No",10,1,69
24,80,"No",9,3,69
29,74,"Yes",6,1,67
17,67,"No",8,0,65
25,60,"No",6,2,63
9,80,"Yes",4,1,63
24,82,"No",4,1,66
15,93,"Yes",7,0,66
22,80,"Yes",9,2,69
19,97,"Yes",9,3,72
28,85,"Yes",9,2,70
15,94,"Yes",8,2,68
24,66,"Yes",7,1,66
18,94,"Yes",9,3,67
19,87,"No",4,0,68
19,67,"Yes",8,0,62
15,68,"No",5,1,64
20,97,"Yes",6,1,71
20,61,"No",8,0,65
21,79,"Yes",8,0,69
21,73,"No",6,1,65
25,87,"No",8,0,71
26,94,"No",8,1,69
14,74,"Yes",7,2,65
25,77,"Yes",7,2,66
13,99,"Yes",10,0,68
24,91,"Yes",7,0,72
24,96,"Yes",7,1,74
9,78,"No",7,3,64
21,69,"Yes",7,0,64
17,76,"Yes",8,1,63
15,89,"No",9,2,66
28,64,"Yes",7,1,67
16,71,"Yes",6,4,64
15,62,"No",10,0,62
20,77,"Yes",7,0,66
24,93,"No",4,4,71
19,61,"Yes",10,1,63
27,87,"Yes",9,1,72
23,97,"No",9,1,71
7,69,"No",9,1,61
17,88,"Yes",10,1,71
17,99,"No",5,2,69
23,98,"Yes",6,3,74
4,69,"Yes",6,0,61
35,64,"No",6,2,68
23,66,"Yes",7,1,67
21,88,"No",6,3,70
27,89,"No",5,0,69
34,87,"No",6,3,72
25,73,"Yes",7,1,66
26,67,"No",9,2,67
21,83,"No",6,4,70
19,79,"Yes",8,3,68
17,89,"Yes",5,2,68
15,78,"No",4,2,65
16,74,"Yes",7,0,63
12,72,"Yes",6,0,62
20,68,"Yes",6,0,66
10,71,"Yes",6,1,62
21,64,"Yes",6,0,61
20,74,"Yes",6,0,63
21,61,"Yes",6,3,65
17,67,"No",5,3,64
38,90,"Yes",4,2,74
28,73,"Yes",4,2,70
13,87,"No",10,2,63
21,89,"No",7,3,68
16,83,"Yes",9,2,69
14,98,"Yes",7,1,70
12,61,"Yes",7,2,62
23,90,"Yes",7,3,71
16,98,"No",8,2,69
26,94,"Yes",5,0,69
26,67,"Yes",6,4,68
28,73,"Yes",7,0,65
15,67,"Yes",4,1,65
23,84,"Yes",9,1,65
24,88,"No",9,2,72
17,73,"No",4,2,63
15,82,"Yes",6,2,68
30,88,"Yes",7,1,72
21,77,"Yes",8,3,66
24,94,"No",9,2,71
15,91,"Yes",6,0,67
13,63,"No",10,2,61
17,85,"Yes",7,4,70
19,69,"Yes",7,2,64
14,82,"Yes",8,0,64
20,98,"Yes",7,0,68
10,95,"No",7,4,70
13,76,"Yes",10,4,65
24,72,"No",7,3,67
24,69,"Yes",6,0,65
18,81,"Yes",6,1,65
14,65,"Yes",9,3,65
14,82,"Yes",8,1,66
18,60,"No",5,2,62
24,73,"Yes",5,1,63
26,69,"Yes",7,0,63
17,99,"Yes",8,3,70
13,89,"Yes",6,0,67
